ENTITY	COUNT	WINDOWSIZE1	WINDOWSIZE2	WINDOWSIZE3	WINDOWSIZE4	WINDOWSIZE5
geographic information systems	49	PROBLEM PM:1	PROBLEM PM:1	DATASET DT:1	N/A	N/A
partial least squares	49	METHOD MD:1 PM:1	METHOD MD:1	METHOD MD:3 PM:1	PROBLEM PM:3	METHOD MD:2
nearest neighbours	49	N/A	N/A	METHOD MD:2 PM:1 MC:1	METHOD MD:1 DT:1	METRIC DT:1 MC:2
quasi identifier	49	METRIC MC:1	N/A	N/A	N/A	METRIC MC:1
hunter gatherer	49	METHOD MD:1 PM:1	PROBLEM MD:1 PM:2	METHOD MD:1 PM:1	PROBLEM PM:2	METHOD MD:4 PM:2
laplacian eigenmaps	49	N/A	METHOD MD:2 MC:1	METHOD MD:2	N/A	DATASET DT:7 MC:1
decision tables	49	N/A	N/A	N/A	N/A	N/A
wireless sensor networks	49	N/A	METHOD MD:2 PM:1	DATASET MD:1 PM:1 DT:3	DATASET DT:1	METHOD MD:1 DT:1
transactions on internet technology	49	N/A	METHOD MD:1	METHOD MD:6 PM:1	PROBLEM PM:1	N/A
network management	49	N/A	N/A	PROBLEM PM:2 MC:1	PROBLEM PM:1	N/A
alternating minimization	48	METHOD MD:24 PM:3	METHOD MD:2	METHOD MD:1	METHOD MD:5 PM:1	METHOD MD:2 PM:1
laplacian score	48	N/A	METHOD MD:2 MC:1	METRIC DT:1 MC:2	METRIC DT:1 MC:3	METHOD MD:1 MC:1
length of stay	48	N/A	N/A	N/A	METHOD MD:1 PM:1	METHOD MD:1 DT:1
program committee	48	N/A	N/A	N/A	PROBLEM PM:1	DATASET DT:1
alternative clusterings	48	N/A	METHOD MD:1	METHOD MD:7 PM:2 DT:1 MC:1	METHOD MD:2 DT:1	METHOD MD:2 DT:1
supervised topic models	48	N/A	METHOD MD:1 DT:1	METHOD MD:2	METHOD MD:1 PM:1	METHOD MD:2 DT:1
microscopic evolution	48	METHOD MD:10	N/A	N/A	METHOD MD:1	N/A
gradient boosting machine	48	N/A	N/A	N/A	METRIC MC:45	N/A
gradient boosted decision trees	48	METHOD MD:3	METHOD MD:4 PM:1	PROBLEM MD:2 PM:3	PROBLEM MD:1 PM:3 DT:1	PROBLEM MD:1 PM:2
winner determination problem	48	N/A	METRIC MC:1	METHOD MD:9 PM:1	METHOD MD:2	N/A
harmonic function	48	METHOD MD:8 MC:2	N/A	METHOD MD:2	METHOD MD:1 MC:1	METHOD MD:4
small world phenomenon	48	N/A	N/A	METHOD MD:7	METHOD MD:1	N/A
document cluster	48	N/A	N/A	N/A	PROBLEM PM:1 MC:1	METHOD MD:3
true negatives	48	N/A	N/A	N/A	METHOD MD:1 MC:1	METHOD MD:1 MC:1
generalized linear model	47	METHOD MD:3	METHOD MD:1	METHOD MD:2 DT:1 MC:1	N/A	METHOD MD:3
semi definite programming	47	PROBLEM PM:4	METHOD MD:2	METHOD MD:3 PM:2	PROBLEM MD:3 PM:10	METHOD MD:1 DT:1
locally linear embedding	47	N/A	N/A	N/A	METHOD MD:1	DATASET DT:2
block minimization	47	METHOD MD:26 PM:4	N/A	METHOD MD:3 DT:1	METHOD MD:4	METHOD MD:2 DT:1
human resources	47	DATASET DT:2	N/A	METHOD MD:2 PM:1 DT:1	DATASET DT:2	METHOD MD:2 PM:2 DT:1
training ratio	47	METRIC MC:1	DATASET DT:1	N/A	DATASET DT:2	DATASET DT:3
independent components	47	N/A	N/A	METHOD MD:1 MC:1	N/A	N/A
random edge	47	METHOD MD:3	METHOD MD:1 PM:1	METHOD MD:1 DT:1	METHOD MD:2	METRIC MC:1
emerging pattern	46	N/A	N/A	DATASET DT:1 MC:1	DATASET DT:1	METHOD MD:2 DT:1
frequent itemset mining implementations	46	N/A	N/A	N/A	DATASET DT:1	N/A
heart rate	46	N/A	DATASET DT:1	DATASET DT:1	METRIC MC:1	N/A
factorization machines	46	N/A	METHOD MD:3	DATASET DT:2	PROBLEM PM:1	METHOD MD:1
general concept	46	N/A	PROBLEM PM:1	N/A	N/A	METHOD MD:1 PM:1 DT:1
generalized additive models	46	N/A	METHOD MD:1	METHOD MD:1 DT:1 MC:1	METHOD MD:1 MC:1	METHOD MD:2
electronic health records	46	DATASET DT:2	DATASET DT:1	DATASET DT:3	DATASET MD:2 PM:2 DT:4	DATASET DT:1
naive bayes model	46	N/A	METRIC MC:2	METHOD MD:2	METHOD MD:2 DT:2	METHOD MD:3 PM:1 DT:1
random jump	46	METRIC MD:1 MC:2	N/A	N/A	METHOD MD:2	N/A
probability mass function	45	N/A	DATASET DT:1	METRIC MC:1	METHOD MD:1 MC:1	METHOD MD:1
multi agent systems	45	N/A	METHOD MD:1	N/A	N/A	PROBLEM PM:1
exponentiated gradient	45	METHOD MD:5	METHOD MD:7	METHOD MD:1 MC:1	METHOD MD:7	METRIC MC:1
selective hashing	45	METHOD MD:3	METHOD MD:3 PM:1	METHOD MD:1	METHOD MD:4 PM:1	METHOD MD:2 DT:1
adamic adar	45	METRIC MC:9	METRIC MC:1	N/A	METRIC MD:1 MC:2	METHOD MD:2
sparse metric learning	45	METHOD MD:8 PM:2	METHOD MD:3	N/A	METHOD MD:8 PM:1	METRIC MC:5
impact factor	45	METRIC MC:1	N/A	METHOD MD:1	METHOD MD:1 MC:1	PROBLEM PM:1
european community	45	METHOD MD:2	METHOD MD:1	METHOD MD:23	N/A	N/A
longest common subsequence	45	PROBLEM PM:3	N/A	METHOD MD:1 DT:1	METRIC MD:2 MC:5	METRIC MD:1 MC:2
team draft	45	N/A	METHOD MD:2	N/A	N/A	METHOD MD:1
state space model	45	N/A	N/A	METHOD MD:1	METHOD MD:3 PM:1 DT:1	METHOD MD:1
gain ratio	45	METHOD MD:4	METHOD MD:3	DATASET DT:1 MC:1	METHOD MD:2 MC:2	METRIC MC:1
call center	45	DATASET DT:8	DATASET DT:2 MC:1	METHOD MD:2 PM:1	PROBLEM MD:1 PM:3 DT:1	METHOD MD:2 PM:1
execution engine	45	METHOD MD:3 PM:2	DATASET DT:1	METHOD MD:1 PM:1 DT:1	PROBLEM MD:1 PM:2	METHOD MD:2 DT:1
point estimate	45	METHOD MD:5	N/A	METHOD MD:1	METHOD MD:2 MC:1	METHOD MD:1 MC:1
vector quantization	44	METHOD MD:2	METHOD MD:1 PM:1	METRIC MD:1 PM:1 MC:2	METHOD MD:1 DT:1 MC:1	N/A
simple queries	44	N/A	N/A	METHOD MD:1 PM:1 DT:1	DATASET DT:1	METHOD MD:1
stretched exponential	44	METHOD MD:4	N/A	N/A	DATASET DT:1	METHOD MD:1 MC:1
access points	44	DATASET DT:1	DATASET DT:1	DATASET DT:2	METHOD MD:1 DT:1	DATASET MD:2 DT:3
customer relationship management	44	PROBLEM PM:3	PROBLEM PM:1 DT:1 MC:1	DATASET DT:1	PROBLEM PM:2 DT:1	PROBLEM PM:1 DT:1
boolean matrix factorization	44	PROBLEM PM:3	PROBLEM PM:1	PROBLEM PM:2 DT:2	METHOD MD:4 DT:2	METHOD MD:3 PM:1
inter arrival time	44	METRIC MC:1	N/A	N/A	N/A	N/A
item list	44	N/A	DATASET DT:1	METRIC MC:1	N/A	PROBLEM PM:1 MC:1
comparative text mining	44	PROBLEM PM:1	METHOD MD:23 PM:4	METHOD MD:3	PROBLEM PM:2	PROBLEM PM:1
shortest path length	44	N/A	N/A	METRIC MC:2	N/A	METHOD MD:2
negative binomial	44	METHOD MD:6 PM:3	METHOD MD:1	N/A	METRIC MC:2	METRIC DT:1 MC:2
web services description language	44	N/A	PROBLEM PM:1	N/A	N/A	N/A
instance based learning	44	METHOD MD:3	N/A	N/A	METHOD MD:1	METHOD MD:1 PM:1
compressed sensing	44	METHOD MD:2 PM:1	PROBLEM MD:1 PM:4	N/A	METHOD MD:2 DT:1	N/A
multivariate gaussian distribution	44	N/A	N/A	METHOD MD:1 PM:1	METHOD MD:1 MC:1	N/A
of naval research	44	N/A	N/A	N/A	N/A	N/A
aspect model	44	N/A	N/A	METHOD MD:1	METHOD MD:3	N/A
link clustering	44	METHOD MD:1	N/A	METHOD MD:1	METHOD MD:1	PROBLEM PM:1 MC:1
parts of speech	44	N/A	N/A	METRIC MC:1	METHOD MD:1 MC:1	METRIC MC:1
column generation	44	PROBLEM MD:5 PM:6	METHOD MD:2 PM:1 DT:1	METHOD MD:5 PM:1	N/A	METHOD MD:2 PM:1
kalman filters	43	N/A	METHOD MD:1 DT:1	N/A	N/A	METHOD MD:1
search engine result page	43	N/A	N/A	DATASET DT:1	N/A	N/A
term frequency inverse document frequency	43	METHOD MD:1	METRIC MC:2	METHOD MD:2	METRIC MC:1	METHOD MD:2 MC:1
baseline accuracy	43	N/A	N/A	DATASET DT:1	PROBLEM PM:1	DATASET DT:3
artificial neural network	43	METHOD MD:1	METHOD MD:1 DT:1 MC:1	N/A	METHOD MD:1 MC:1	METHOD MD:3 DT:1
siam data mining	43	N/A	METHOD MD:1	DATASET MD:1 DT:2	DATASET DT:2	DATASET MD:1 DT:5
deep neural networks	43	N/A	N/A	PROBLEM MD:1 PM:2	METHOD MD:1 PM:1	METHOD MD:1
intellectual property	43	METHOD MD:1 MC:1	METHOD MD:1 PM:1	PROBLEM PM:2 DT:1	N/A	PROBLEM PM:1 DT:1
weakly connected component	43	N/A	N/A	N/A	METHOD MD:1	N/A
topic coherence	43	METRIC MC:5	PROBLEM PM:9	METHOD MD:2	METHOD MD:4	METHOD MD:1 PM:1
early classification	43	METHOD MD:6	METHOD MD:3 PM:1	METHOD MD:2	METHOD MD:4	METHOD MD:1
na¨ıve bayes classifier	43	N/A	N/A	METHOD MD:2 DT:1	METHOD MD:2 DT:2 MC:1	N/A
feature bagging	42	METHOD MD:3	METHOD MD:1	METHOD MD:1 PM:1 DT:1	METHOD MD:2 DT:1	METHOD MD:2
directed acyclic graphs	42	N/A	PROBLEM MD:1 PM:5	METHOD MD:2 PM:2	METHOD MD:2	N/A
relational data mining	42	METHOD MD:1 PM:1	N/A	N/A	DATASET DT:2	N/A
spectral embedding	42	METHOD MD:4	METHOD MD:1	N/A	N/A	METHOD MD:1 DT:1
graphical user interfaces	42	N/A	N/A	N/A	METHOD MD:1	PROBLEM PM:2 MC:1
ontology evolution	42	METHOD MD:10 PM:10	PROBLEM PM:3	METHOD MD:3 PM:1	PROBLEM PM:1	METHOD MD:2
streaming feature selection	42	METHOD MD:4 PM:1	N/A	METHOD MD:2 PM:1	DATASET DT:1	PROBLEM MD:3 PM:4
large margin nearest neighbor	42	METHOD MD:2	N/A	METRIC MC:23	METRIC MD:1 MC:3	N/A
thompson sampling	42	METHOD MD:7	METHOD MD:2 PM:2	DATASET DT:1	METHOD MD:1 PM:1	METHOD MD:2
data aggregators	42	N/A	DATASET PM:1 DT:2	DATASET DT:3	DATASET DT:2	DATASET DT:4
giant connected component	42	N/A	N/A	DATASET DT:1	N/A	N/A
probabilistic relational models	42	N/A	DATASET DT:1	METRIC MC:1	DATASET DT:4	DATASET DT:1
transactions on database systems	42	N/A	N/A	PROBLEM PM:3 DT:2	DATASET DT:6 MC:1	N/A
natural language generation	42	METHOD MD:1 PM:1	METHOD MD:1 PM:1	PROBLEM PM:2	METHOD MD:1 PM:1	N/A
variational bayes	42	METHOD MD:10 PM:1	METHOD MD:3	N/A	METHOD MD:3 MC:1	METHOD MD:4
finite state machines	42	N/A	N/A	N/A	METHOD MD:2 PM:1	N/A
query performance prediction	41	METHOD MD:5	N/A	METHOD MD:2	METHOD MD:2 MC:1	N/A
dirichlet processes	41	N/A	N/A	N/A	N/A	N/A
fact table	41	N/A	METHOD MD:1 DT:1	N/A	DATASET DT:1	DATASET DT:1
content based retrieval	41	METHOD MD:7	METHOD MD:1 DT:1	METHOD MD:1	N/A	PROBLEM PM:1 DT:1
rule learner	41	N/A	N/A	DATASET DT:1	DATASET DT:1	N/A
likelihood ratio test	41	METHOD MD:2	N/A	METHOD MD:5	DATASET DT:1 MC:1	METHOD MD:3
areas of interest	41	N/A	N/A	DATASET DT:1	METRIC DT:1 MC:3	DATASET DT:1
user based collaborative filtering	41	METHOD MD:11 PM:1	METHOD MD:3	PROBLEM PM:1	METHOD MD:3	PROBLEM PM:1
functional dependency	41	N/A	METHOD MD:1	DATASET DT:3 MC:1	N/A	DATASET DT:2
truncated gradient	41	METHOD MD:6	METRIC MC:1	METHOD MD:1	METHOD MD:2 PM:1	METHOD MD:2
multiple linear regression	41	METHOD MD:12	METHOD MD:1	N/A	DATASET DT:1	METHOD MD:1 DT:1
rensselaer polytechnic institute	41	N/A	N/A	N/A	N/A	N/A
empirical risk minimization	41	METHOD MD:4	METHOD MD:2	METHOD MD:1 DT:1	METHOD MD:3	METHOD MD:1
principal components analysis	41	N/A	METHOD MD:1 PM:1	PROBLEM PM:2 DT:1	METHOD MD:1 PM:1 DT:1	PROBLEM MD:1 PM:2
word similarity	41	N/A	DATASET DT:1	N/A	METHOD MD:1 PM:1 DT:1	METHOD MD:1 PM:1
detection time	41	METHOD MD:1	N/A	DATASET DT:1	N/A	N/A
protein interaction network	41	DATASET PM:1 DT:2	METHOD MD:1	METHOD MD:1 PM:1	DATASET MD:1 PM:1 DT:2	PROBLEM PM:2 DT:1
news search engine	41	N/A	N/A	METHOD MD:1 PM:1	METHOD MD:2	PROBLEM PM:1 MC:1
knowledge base population	40	PROBLEM PM:2	N/A	PROBLEM PM:1 DT:1	DATASET DT:1	PROBLEM PM:1
video on demand	40	N/A	METHOD MD:1 PM:1	METHOD MD:2 PM:2	PROBLEM PM:2	N/A
emerging entities	40	N/A	N/A	METHOD MD:3	METHOD MD:1 PM:1	N/A
weighted distance	40	METRIC MD:1 MC:2	METHOD MD:1 DT:1	N/A	METRIC DT:1 MC:2	N/A
gauss seidel	40	METHOD MD:11	N/A	METHOD MD:6 PM:1	METHOD MD:2	METHOD MD:5 PM:2
transactions on networking	40	N/A	N/A	N/A	N/A	N/A
average satisfaction	40	METRIC MC:3	METRIC MC:3	METRIC MC:2	METHOD MD:1 MC:1	METHOD MD:1 MC:1
cross site request forgery	40	N/A	N/A	PROBLEM PM:1	PROBLEM PM:1	N/A
infection probability	40	METHOD MD:1	N/A	METRIC MC:2	N/A	METHOD MD:2
expected clicks	40	N/A	METHOD MD:1	METHOD MD:3 PM:1	METHOD MD:1	N/A
biological processes	40	N/A	METHOD MD:2 DT:1	METHOD MD:1 MC:1	N/A	METHOD MD:1
personal computer	40	PROBLEM PM:1	N/A	METHOD MD:1 PM:1 DT:1	PROBLEM PM:2	METHOD MD:1 PM:1
misclassification error	40	N/A	N/A	DATASET DT:1	DATASET MD:1 DT:2	METHOD MD:1 DT:1
inverse gaussian	40	METHOD MD:2	METHOD MD:1 MC:1	METHOD MD:1 DT:1	N/A	N/A
purchase order	40	DATASET DT:1	N/A	N/A	PROBLEM MD:1 PM:2	DATASET DT:1
error sampling	40	METHOD MD:2 MC:1	N/A	METHOD MD:1	METHOD MD:2	METHOD MD:2
meta search engine	39	N/A	N/A	METRIC MD:2 PM:1 MC:3	PROBLEM MD:1 PM:3	PROBLEM PM:3
extended anchor text	39	N/A	N/A	N/A	N/A	N/A
convolutional neural networks	39	N/A	N/A	METHOD MD:1	DATASET DT:1	N/A
application model	39	N/A	METHOD MD:1	PROBLEM MD:1 PM:3	PROBLEM MD:2 PM:3	DATASET MD:1 DT:3
markov decision process	39	N/A	METHOD MD:1 PM:1	METHOD MD:3 PM:1 MC:1	METHOD MD:5 PM:4	METHOD MD:2 PM:1
sparse inverse covariance estimation	39	PROBLEM MD:1 PM:2	METHOD MD:2 DT:1	METRIC MC:1	METHOD MD:1	N/A
multi instance	39	PROBLEM PM:2 DT:2	METHOD MD:2 PM:1 DT:1	METHOD MD:2 PM:1 DT:1	PROBLEM PM:2	METHOD MD:4 PM:1
content management systems	39	N/A	DATASET DT:1	N/A	N/A	PROBLEM PM:1 DT:1
dynamic program	39	N/A	METHOD MD:1	METHOD MD:1 PM:1 MC:1	METHOD MD:1	PROBLEM PM:1 MC:1
adaptation model	39	METHOD MD:4	METHOD MD:2	PROBLEM PM:1	METHOD MD:4	METHOD MD:3 PM:2 DT:1
department of justice	39	N/A	N/A	N/A	N/A	N/A
statistical natural language processing	39	N/A	N/A	PROBLEM PM:1	N/A	N/A
effective sample size	39	N/A	N/A	DATASET MD:1 DT:2	DATASET DT:1 MC:1	METHOD MD:1 DT:1 MC:1
associated press	39	N/A	N/A	N/A	N/A	DATASET DT:1
break even point	39	N/A	DATASET DT:1 MC:1	METHOD MD:2	METRIC DT:1 MC:2	METHOD MD:1 MC:1
vertical search engines	39	N/A	METHOD MD:1 PM:1	N/A	METHOD MD:1 PM:1	PROBLEM PM:1
mean squared errors	39	N/A	N/A	DATASET DT:3	N/A	N/A
knowledge graphs	39	N/A	N/A	METHOD MD:2 PM:1 DT:1	N/A	PROBLEM PM:2
self tuning	39	METHOD MD:8 PM:1	PROBLEM PM:1 MC:1	N/A	DATASET MD:1 DT:2	METHOD MD:1
dirichlet process mixture	39	N/A	METHOD MD:1	METHOD MD:1	METHOD MD:4 PM:1	METHOD MD:1
trust management service	38	N/A	PROBLEM PM:1	PROBLEM PM:2 DT:1	PROBLEM PM:1 DT:1	METHOD MD:2
similarity coefficient	38	METRIC MC:1	METRIC MC:1	METHOD MD:1	METHOD MD:2 DT:1	METRIC MC:1
navigational graph	38	N/A	N/A	N/A	METHOD MD:3 DT:1	N/A
internal representation	38	N/A	METHOD MD:1	PROBLEM PM:3	METHOD MD:1 PM:1 DT:1	PROBLEM PM:1
research grants council	38	N/A	N/A	N/A	N/A	N/A
topic concept	38	METHOD MD:17	METHOD MD:2 PM:1	METHOD MD:1 PM:1	METHOD MD:2 DT:1	METHOD MD:2 DT:2
explicit semantic analysis	38	N/A	METHOD MD:1 PM:1 MC:1	METHOD MD:1	N/A	METHOD MD:1
univariate time series	38	METHOD MD:3 PM:1 DT:2	METHOD MD:1	METHOD MD:1 DT:1	DATASET MD:1 DT:2	DATASET DT:1
learning management systems	38	N/A	N/A	N/A	N/A	N/A
internet measurement conference	38	N/A	N/A	N/A	N/A	N/A
link probability	38	METRIC MD:1 MC:2	METHOD MD:2	METHOD MD:1 MC:1	N/A	METRIC MD:1 MC:2
integer linear programming	38	PROBLEM MD:1 PM:4	METHOD MD:1 PM:1	PROBLEM MD:2 PM:4	PROBLEM MD:1 PM:8	METHOD MD:3 PM:1
location based social network	38	DATASET DT:3	N/A	DATASET DT:4	DATASET DT:2	METHOD MD:2
multi instance learning	38	N/A	N/A	N/A	PROBLEM PM:1	PROBLEM PM:2
opinion leader	37	N/A	N/A	N/A	METRIC MC:1	N/A
cross language information retrieval	37	PROBLEM PM:1	PROBLEM PM:2	N/A	PROBLEM PM:1	N/A
barabasi albert	37	METHOD MD:5	DATASET DT:2	METHOD MD:1 DT:1	METHOD MD:1	METHOD MD:2 DT:1
episode discovery	37	METHOD MD:5 PM:2	N/A	METHOD MD:9 PM:2	METHOD MD:3 PM:1 DT:1	DATASET MD:1 DT:2
profile similarity	37	METRIC MC:2	METHOD MD:1	N/A	METHOD MD:1 PM:1	METRIC MC:1
pattern frequency	37	PROBLEM PM:2	N/A	METHOD MD:1 MC:1	METHOD MD:1	METHOD MD:2 DT:1
bayesian optimization	37	METHOD MD:3 PM:2	METHOD MD:1 PM:1	N/A	N/A	METRIC MC:1
friend of a friend	37	DATASET DT:1	N/A	N/A	DATASET DT:1	N/A
control flow graph	37	PROBLEM PM:1	PROBLEM PM:2	N/A	METRIC MC:1	DATASET PM:1 DT:2
information theoretic metric learning	37	METHOD MD:3 PM:1	METHOD MD:1	N/A	METHOD MD:3 MC:1	PROBLEM PM:1 DT:1 MC:1
frequent itemsets mining	37	PROBLEM MD:4 PM:7	METHOD MD:1 PM:1	METHOD MD:2	METHOD MD:4	METHOD MD:2 DT:2
biological process	37	N/A	N/A	METRIC DT:1 MC:2	N/A	N/A
flash events	37	N/A	N/A	N/A	N/A	N/A
value per click	37	N/A	N/A	METHOD MD:2	N/A	METRIC MC:2
new event detection	37	N/A	PROBLEM PM:3	PROBLEM PM:1	METHOD MD:1 PM:1	N/A
sparse online learning	37	METHOD MD:2 PM:1	METHOD MD:1 DT:1	METHOD MD:1	METHOD MD:6 DT:1	METHOD MD:1
integer program	37	N/A	METRIC MC:1	PROBLEM PM:2 MC:2	METRIC MC:1	METHOD MD:1
weakly connected components	37	N/A	N/A	N/A	DATASET DT:1	METHOD MD:1 PM:1
flash event	37	N/A	N/A	N/A	N/A	N/A
army research office	37	N/A	N/A	N/A	N/A	N/A
discrete fourier transform	37	N/A	METHOD MD:1	METHOD MD:2	N/A	METHOD MD:2 DT:2
disjunctive normal form	36	METHOD MD:1	N/A	METHOD MD:1	METHOD MD:1	METHOD MD:1
dual decomposition	36	PROBLEM PM:1	PROBLEM PM:1	METHOD MD:1	PROBLEM PM:1	METHOD MD:1
normalized correlation	36	N/A	DATASET DT:1	DATASET DT:2	METRIC DT:4 MC:5	N/A
interaction manager	36	N/A	PROBLEM PM:1	METHOD MD:1	PROBLEM PM:1	N/A
graph propagation	36	METHOD MD:28	METHOD MD:1	N/A	PROBLEM PM:1	METHOD MD:4 DT:1
learning management system	36	N/A	METHOD MD:1 PM:1	N/A	METHOD MD:2 PM:1	DATASET DT:1
social balance	36	N/A	N/A	N/A	N/A	N/A
event processing	36	METHOD MD:2 PM:1	METHOD MD:1	DATASET DT:1	METHOD MD:1 DT:1	N/A
link communities	36	METHOD MD:10	N/A	METHOD MD:1	METHOD MD:3	METHOD MD:1
personal social network	36	METHOD MD:1	N/A	N/A	METHOD MD:1	N/A
garbage collection	36	METHOD MD:1 PM:1	N/A	PROBLEM PM:1	METHOD MD:1 DT:1	METHOD MD:1 PM:1
linear separator	36	METRIC MC:2	N/A	DATASET DT:1	DATASET MD:2 DT:3	DATASET DT:2
relative ranking	36	N/A	N/A	METRIC MC:1	N/A	PROBLEM PM:1
personally identifiable information	36	N/A	N/A	DATASET DT:1	PROBLEM PM:1 DT:1	DATASET DT:2
australian research council	36	N/A	N/A	N/A	N/A	METHOD MD:1
stochastic gradient boosting	35	PROBLEM PM:1	PROBLEM PM:1	METHOD MD:1	METRIC MC:1	DATASET DT:2
auto regressive	35	METHOD MD:5 PM:5	METHOD MD:2 PM:1	METHOD MD:1 MC:1	METHOD MD:5 PM:1	METHOD MD:1
inter arrival times	35	N/A	N/A	N/A	PROBLEM PM:1	METHOD MD:1 PM:1
weighted ensemble	35	METHOD MD:9	N/A	METHOD MD:2 DT:1	DATASET DT:1	METHOD MD:2 PM:1 DT:1
ordinary least squares	35	PROBLEM MD:1 PM:2	METHOD MD:3	METHOD MD:1 PM:1 MC:1	METHOD MD:3 PM:2 MC:1	METHOD MD:1
lowest common ancestor	35	N/A	N/A	METHOD MD:2	N/A	METHOD MD:1 PM:1 MC:1
specific concept	35	N/A	DATASET DT:1	N/A	N/A	METHOD MD:1 DT:1
optimal matching	35	PROBLEM MD:2 PM:3	PROBLEM PM:1	PROBLEM PM:2	PROBLEM PM:1	PROBLEM PM:2 MC:2
sequence information	35	N/A	N/A	METRIC MC:1	METHOD MD:2 PM:1	PROBLEM MD:1 PM:2
top level domains	35	N/A	N/A	N/A	N/A	N/A
maximal marginal relevance	35	METHOD MD:2 PM:1	METHOD MD:1 PM:1	N/A	METHOD MD:3 MC:1	METHOD MD:5
random forest classifier	35	N/A	N/A	METHOD MD:2 DT:1	N/A	DATASET DT:3
simple bayesian classifier	35	N/A	N/A	DATASET DT:1	N/A	N/A
multi objective optimization	35	PROBLEM MD:4 PM:8	METHOD MD:2 DT:1	METHOD MD:1 PM:1	PROBLEM PM:1	PROBLEM PM:2
queries per second	35	N/A	N/A	METHOD MD:3 PM:3 MC:1	PROBLEM MD:1 PM:2	METHOD MD:4 PM:3
jensen shannon	35	METRIC MC:2	N/A	METRIC MD:1 MC:2	METRIC MC:4	N/A
medical informatics	35	N/A	DATASET DT:3	DATASET DT:3	N/A	DATASET DT:2
intrusion detection system	35	N/A	N/A	METHOD MD:1	PROBLEM PM:2	METHOD MD:2 PM:2
epidemic intelligence	35	N/A	METHOD MD:3 PM:3	DATASET DT:1	N/A	PROBLEM PM:1 DT:1
user browsing models	35	N/A	METHOD MD:1 PM:1	N/A	PROBLEM PM:1	N/A
user created content	35	N/A	N/A	N/A	N/A	PROBLEM PM:1
confidence weighted	35	METHOD MD:2 MC:2	METHOD MD:2	N/A	METHOD MD:2	METHOD MD:1
nearest neighbor graph	35	N/A	METHOD MD:3	DATASET MD:1 DT:2	METHOD MD:1	DATASET DT:2
neighborhood formation	34	METHOD MD:2 PM:2	N/A	N/A	N/A	N/A
randomized response	34	PROBLEM PM:5	N/A	DATASET DT:1	PROBLEM MD:1 PM:4 DT:1 MC:1	DATASET MD:1 PM:1 DT:5
balance scale	34	DATASET DT:5	DATASET DT:1	DATASET PM:1 DT:3	DATASET DT:2	DATASET MD:2 DT:4
virtual machines	34	N/A	N/A	N/A	METHOD MD:1 PM:1	N/A
absolute discounting	34	N/A	N/A	METHOD MD:1	N/A	METHOD MD:2 MC:1
unknown entity	34	METHOD MD:8	METRIC MC:1	METRIC MC:1	METHOD MD:2	METRIC MC:1
basic components	34	N/A	DATASET DT:1	METHOD MD:3 PM:1	METHOD MD:2 PM:1	METHOD MD:1 MC:1
navigation pattern	34	N/A	N/A	PROBLEM PM:1	DATASET MD:1 DT:3	METHOD MD:2 PM:1
business process management	34	PROBLEM PM:1	PROBLEM PM:1	PROBLEM PM:2	METHOD MD:1 PM:1	N/A
intelligent transportation systems	34	N/A	DATASET DT:1	DATASET DT:1	N/A	PROBLEM PM:1
ovarian cancer	34	DATASET DT:1	N/A	DATASET DT:1	DATASET DT:2	DATASET DT:2
electronic medical records	34	N/A	METHOD MD:1	METHOD MD:1	DATASET DT:3	METHOD MD:1
class association rules	34	N/A	N/A	N/A	METHOD MD:1 PM:1	METHOD MD:1
node labeling	34	METHOD MD:1	PROBLEM MD:1 PM:2	N/A	N/A	N/A
contextual constraints	34	N/A	DATASET DT:1 MC:1	METHOD MD:1 DT:1	N/A	PROBLEM PM:1 DT:1
model uncertainty	34	N/A	METRIC MC:2	METHOD MD:1	METRIC MC:1	METHOD MD:1
data summaries	34	N/A	METHOD MD:3 DT:1 MC:1	DATASET DT:2 MC:1	DATASET MD:1 DT:2	METHOD MD:4 DT:3 MC:1
transition system	34	N/A	N/A	N/A	N/A	METHOD MD:1
entity profile	34	N/A	N/A	N/A	METRIC MD:1 MC:3	DATASET MD:1 PM:1 DT:2
finite state machine	34	METHOD MD:1	N/A	METHOD MD:4 PM:1	N/A	METHOD MD:2 PM:1 DT:1
requirements engineering	34	PROBLEM PM:1	METRIC MD:1 DT:1 MC:5	METHOD MD:1 PM:1 MC:1	PROBLEM PM:2 DT:1 MC:1	PROBLEM PM:1
social recommender systems	33	N/A	METHOD MD:1	METHOD MD:1	N/A	N/A
linear programs	33	N/A	METHOD MD:1 PM:1 MC:1	N/A	METHOD MD:3 PM:1	DATASET DT:1
regularized least squares	33	PROBLEM MD:4 PM:5	PROBLEM PM:1	METRIC PM:1 MC:2	METHOD MD:5 PM:2	METHOD MD:2
concordance index	33	N/A	N/A	METHOD MD:1 PM:1 MC:1	METHOD MD:5 MC:1	METHOD MD:1 DT:1
support vector data description	33	METHOD MD:1	METHOD MD:1	METHOD MD:1	METHOD MD:1	METHOD MD:1
expected distances	33	N/A	N/A	METHOD MD:1	N/A	DATASET DT:2
ratings based	33	N/A	METHOD MD:1 DT:1	METHOD MD:3 MC:1	METHOD MD:1	PROBLEM PM:2
average linkage	33	METHOD MD:2	DATASET DT:1 MC:1	N/A	DATASET DT:2 MC:1	PROBLEM PM:1 MC:1
