ENTITY	COUNT	WINDOWSIZE1	WINDOWSIZE2	WINDOWSIZE3	WINDOWSIZE4	WINDOWSIZE5
in degree	550	METHOD MD:2 MC:1	METHOD MD:3 DT:1 MC:2	METRIC DT:2 MC:7	PROBLEM MD:2 PM:3 DT:2 MC:2	DATASET MD:1 PM:1 DT:2
false positive	550	PROBLEM PM:7 DT:6 MC:2	METRIC MD:1 PM:2 DT:1 MC:7	METHOD MD:5 PM:3 DT:2 MC:1	METHOD MD:4 PM:2 DT:3 MC:1	METHOD MD:6 PM:3 DT:1 MC:2
directed graph	544	METHOD MD:4 PM:1 DT:1	METHOD MD:2 PM:1 DT:1 MC:1	DATASET MD:10 PM:9 DT:18	METHOD MD:9 PM:2 DT:4 MC:1	METHOD MD:10 PM:1 DT:5 MC:4
maximum likelihood	543	METHOD MD:46 PM:10 MC:18	METHOD MD:9 PM:7 DT:2 MC:2	DATASET MD:13 PM:4 DT:110 MC:3	METHOD MD:26 PM:6 DT:5 MC:2	METHOD MD:11 PM:4 DT:7 MC:4
gradient descent	537	METHOD MD:115 PM:4 MC:2	METHOD MD:14 PM:2 DT:1 MC:11	METHOD MD:18 PM:4 MC:8	METHOD MD:23 PM:7 DT:2 MC:11	METHOD MD:13 PM:10 DT:2 MC:9
knowledge bases	533	DATASET PM:1 DT:2	DATASET MD:2 PM:2 DT:8	PROBLEM MD:7 PM:8 DT:6	METHOD MD:6 PM:3 DT:1 MC:1	DATASET MD:5 PM:6 DT:7
semantic similarity	527	METRIC MD:15 DT:1 MC:52	METRIC MD:4 PM:3 DT:3 MC:24	METHOD MD:8 PM:2 MC:3	METHOD MD:13 PM:4 DT:1 MC:8	METRIC MD:4 PM:5 DT:1 MC:7
edit distance	520	METHOD MD:21 PM:1 MC:20	PROBLEM MD:2 PM:3 DT:2 MC:3	METHOD MD:8 PM:3 DT:4 MC:5	METHOD MD:9 PM:3 DT:3 MC:9	METHOD MD:11 PM:4 DT:4 MC:8
association rule	517	METHOD MD:19 PM:1 DT:1	METHOD MD:20 PM:10 DT:1 MC:3	METHOD MD:7 PM:5 DT:6	DATASET MD:4 PM:2 DT:6 MC:1	DATASET MD:6 PM:4 DT:11 MC:1
national science foundation	507	N/A	N/A	N/A	N/A	DATASET PM:1 DT:2
named entity	496	PROBLEM PM:3 DT:1 MC:2	PROBLEM MD:5 PM:9 DT:2	METHOD MD:8 PM:5 MC:4	PROBLEM MD:8 PM:10 DT:3 MC:2	PROBLEM MD:6 PM:7 DT:5
social network analysis	495	PROBLEM PM:1	PROBLEM MD:4 PM:24 DT:3 MC:1	DATASET MD:5 PM:5 DT:10	PROBLEM MD:3 PM:5 DT:4 MC:1	DATASET MD:3 PM:4 DT:6 MC:1
click through rate	491	METRIC MC:4	METRIC PM:2 MC:7	METHOD MD:2 PM:1 DT:1 MC:2	METHOD MD:5 PM:2 DT:1 MC:1	PROBLEM PM:3 DT:2 MC:2
random sampling	484	METHOD MD:30 PM:17	METHOD MD:13 PM:1 DT:7	METHOD MD:15 PM:1 DT:10	DATASET MD:7 PM:1 DT:11 MC:1	METHOD MD:9 PM:4 DT:9 MC:4
query time	474	METHOD MD:1	METHOD MD:3 DT:2	PROBLEM MD:5 PM:8 DT:3 MC:4	METHOD MD:8 PM:2 DT:2 MC:2	METHOD MD:9 PM:8 DT:1 MC:2
false positive rate	464	METRIC MC:1	METRIC MD:1 MC:6	METRIC MD:5 PM:1 DT:3 MC:7	DATASET MD:2 PM:3 DT:5 MC:1	METHOD MD:4 PM:1 DT:3 MC:2
monte carlo	463	METHOD MD:112 PM:3 DT:2	METHOD MD:21 PM:5 DT:2 MC:4	METHOD MD:13 PM:2 DT:1 MC:5	METHOD MD:16 PM:2 MC:3	METHOD MD:15 PM:4 DT:6 MC:5
two stage	458	METHOD MD:238 PM:23 DT:1 MC:1	METHOD MD:52 PM:5 MC:2	METHOD MD:31 PM:7	METHOD MD:8 PM:6 DT:1 MC:1	METHOD MD:21 PM:6 DT:6
correlation coefficient	452	METRIC MC:1	METRIC PM:1 MC:5	METRIC MD:3 PM:2 DT:2 MC:7	METRIC MD:4 PM:2 DT:1 MC:10	METRIC MD:4 PM:2 DT:2 MC:16
neural network	451	METHOD MD:46 PM:2 DT:2 MC:5	METHOD MD:34 PM:4 DT:8 MC:2	METHOD MD:16 PM:2 DT:3 MC:2	METHOD MD:9 PM:6 DT:6 MC:2	METHOD MD:10 PM:5 DT:7 MC:4
connected components	450	METHOD MD:4	METHOD MD:6 PM:2 DT:1	DATASET MD:2 PM:2 DT:5 MC:2	METHOD MD:16 PM:4 DT:2 MC:1	METHOD MD:9 PM:2 DT:1 MC:1
out degree	441	METRIC DT:1 MC:2	METHOD MD:2 DT:1 MC:2	METRIC MC:4	METHOD MD:3 PM:2 DT:3 MC:2	DATASET MD:1 DT:2 MC:2
term frequency	439	METRIC MD:3 MC:7	METHOD MD:9 PM:1 MC:2	METRIC MD:4 PM:1 DT:1 MC:5	METHOD MD:6 DT:1 MC:4	METRIC MD:3 DT:1 MC:4
distance based	436	METHOD MD:30 DT:3 MC:11	METHOD MD:29 PM:5 DT:2 MC:5	METHOD MD:17 PM:6 DT:4 MC:6	METHOD MD:11 PM:2 DT:8 MC:3	METHOD MD:5 PM:2 DT:4 MC:2
feature sets	434	N/A	DATASET PM:1 DT:2 MC:1	METHOD MD:5 PM:2 DT:1 MC:1	DATASET MD:6 PM:5 DT:7	METHOD MD:19 DT:6 MC:3
privacy preserving	424	DATASET MD:13 PM:5 DT:42 MC:1	METHOD MD:27 PM:13 DT:14 MC:2	METHOD MD:15 PM:5 DT:10 MC:4	DATASET MD:8 PM:1 DT:14	DATASET MD:4 PM:4 DT:22 MC:2
opinion mining	421	PROBLEM MD:9 PM:14 MC:2	METHOD MD:11 PM:8	PROBLEM MD:5 PM:14 DT:5	METHOD MD:10 PM:10 DT:2	METHOD MD:8 PM:5 DT:1
brute force	417	METHOD MD:136 PM:2	METHOD MD:19	METHOD MD:16 PM:2 DT:2 MC:1	METHOD MD:13 PM:4 DT:5 MC:1	METHOD MD:11 PM:1 DT:3
post processing	410	METHOD MD:25 PM:6 DT:2	METHOD MD:4 PM:2 DT:3	METHOD MD:7 DT:3	DATASET MD:3 PM:5 DT:6 MC:5	DATASET MD:5 PM:3 DT:7 MC:2
linear model	409	METRIC MD:2 PM:4 MC:5	METHOD MD:7 MC:2	METHOD MD:17 PM:1 DT:2 MC:6	METHOD MD:20 PM:3 DT:4 MC:8	METHOD MD:12 DT:3 MC:6
computer networks	406	N/A	PROBLEM MD:4 PM:5	METHOD MD:4 PM:3	METHOD MD:1	DATASET DT:2
carnegie mellon university	405	N/A	PROBLEM PM:1	METHOD MD:3 PM:2	METHOD MD:1 PM:1	DATASET MD:1 PM:1 DT:2
false negatives	401	N/A	METHOD MD:3 PM:2	METHOD MD:7 PM:5 DT:2 MC:2	METHOD MD:10 PM:3 DT:1 MC:3	PROBLEM MD:4 PM:7 DT:3 MC:1
intrusion detection	398	PROBLEM MD:6 PM:22 DT:15	PROBLEM MD:5 PM:9 DT:9	DATASET MD:9 PM:8 DT:15	PROBLEM MD:7 PM:15 DT:8	DATASET MD:4 PM:6 DT:12
bayesian networks	390	METHOD MD:1 PM:1	DATASET MD:5 PM:1 DT:6 MC:1	METHOD MD:13 PM:4 DT:6 MC:4	METHOD MD:13 PM:2 DT:8 MC:1	METHOD MD:14 PM:1 DT:8 MC:1
candidate generation	386	METHOD MD:38 PM:10 MC:2	METHOD MD:6 PM:3	METHOD MD:9 PM:2 DT:3 MC:1	METHOD MD:11 PM:2 DT:8 MC:1	METHOD MD:8 PM:4 DT:3
operating system	374	METHOD MD:2	PROBLEM PM:3 MC:1	METHOD MD:21 PM:12 MC:1	PROBLEM MD:6 PM:12 DT:3	PROBLEM MD:3 PM:18 DT:1
regression model	374	N/A	METHOD MD:4	METHOD MD:4 PM:2 DT:4 MC:4	DATASET MD:6 PM:2 DT:8 MC:2	METHOD MD:12 PM:4 DT:5 MC:6
user interfaces	373	PROBLEM PM:2	DATASET PM:2 DT:3	PROBLEM MD:4 PM:5 DT:2	PROBLEM MD:2 PM:6 DT:1	DATASET MD:4 PM:2 DT:5
electronic commerce	367	PROBLEM PM:3	METHOD MD:3 PM:1 DT:2 MC:1	DATASET MD:1 PM:2 DT:7	DATASET MD:1 PM:1 DT:4	DATASET PM:1 DT:2
inner product	362	METHOD MD:4 DT:1 MC:1	DATASET MD:1 DT:2 MC:2	METRIC MD:1 DT:1 MC:4	METRIC MD:2 MC:9	METRIC MD:1 PM:1 MC:4
personal information	359	DATASET PM:2 DT:9	PROBLEM MD:3 PM:7 DT:3	METHOD MD:8 PM:3 DT:2	PROBLEM MD:3 PM:4 DT:1 MC:1	DATASET MD:1 PM:1 DT:4
betweenness centrality	356	METRIC MD:4 PM:1 MC:5	METRIC MD:16 MC:17	METHOD MD:12 PM:4 DT:1 MC:5	METHOD MD:3 PM:1 MC:2	METHOD MD:5 PM:1 DT:1 MC:1
sequential pattern	356	METHOD MD:1 PM:1	PROBLEM MD:30 PM:33 DT:1 MC:1	PROBLEM MD:4 PM:7 DT:6 MC:1	PROBLEM MD:2 PM:6 DT:3 MC:2	PROBLEM MD:9 PM:11 DT:8
user generated content	356	METHOD MD:1	PROBLEM MD:4 PM:16 DT:3 MC:1	PROBLEM MD:1 PM:2	DATASET MD:2 PM:3 DT:4	METHOD MD:3 PM:1 DT:2
confidence interval	355	METHOD MD:1 MC:1	METRIC MC:1	METHOD MD:5 PM:1 DT:1 MC:3	METRIC MD:2 PM:2 DT:1 MC:4	PROBLEM MD:2 PM:3 DT:2 MC:1
yahoo! answers	354	DATASET PM:1 DT:13	PROBLEM PM:8 DT:3	PROBLEM MD:2 PM:4 DT:4 MC:1	PROBLEM MD:2 PM:4 DT:3	PROBLEM MD:3 PM:4 DT:3 MC:2
right hand side	351	METRIC MD:1 DT:1 MC:2	PROBLEM PM:1	METHOD MD:2 PM:2 DT:2 MC:1	PROBLEM MD:2 PM:4 DT:3 MC:2	METRIC PM:1 DT:1 MC:2
maximum value	351	METHOD MD:1	METRIC MD:1 MC:4	METRIC MD:4 PM:2 DT:1 MC:10	METRIC MD:1 PM:1 DT:4 MC:12	METRIC MD:1 PM:2 DT:1 MC:7
higher order	350	METHOD MD:4 PM:2 DT:4	METHOD MD:13 PM:5 DT:4 MC:1	PROBLEM MD:2 PM:4 DT:3 MC:2	METHOD MD:6 PM:5 DT:5 MC:2	DATASET MD:3 PM:1 DT:7 MC:1
k means algorithm	347	N/A	METHOD MD:2 DT:1	DATASET MD:5 PM:1 DT:7 MC:3	METHOD MD:9 PM:1 DT:9 MC:3	METHOD MD:16 PM:4 DT:15 MC:2
digital libraries	340	N/A	PROBLEM MD:1 PM:2 DT:2	DATASET MD:1 PM:1 DT:2	DATASET MD:1 PM:3 DT:4	PROBLEM MD:3 PM:6 DT:2 MC:1
language modeling	340	METHOD MD:105 PM:6 MC:3	METHOD MD:6 PM:3 MC:2	METHOD MD:7 PM:3	METHOD MD:11 PM:3	METHOD MD:13 PM:1 DT:1
small world	337	PROBLEM MD:21 PM:37 DT:1	METHOD MD:10 PM:1 DT:2	PROBLEM PM:1 DT:1	METHOD MD:3 DT:3	METHOD MD:5
multi task learning	337	METHOD MD:42 PM:10	METHOD MD:16 PM:1 DT:1 MC:2	PROBLEM MD:8 PM:19 DT:3	PROBLEM MD:10 PM:12 DT:6	PROBLEM MD:9 PM:10 DT:3 MC:1
travel time	336	N/A	METHOD MD:7 PM:3 DT:1	METHOD MD:3 PM:2 DT:3 MC:1	METHOD MD:4 PM:1 DT:2	METHOD MD:6 PM:2 DT:2
vector space model	334	METRIC MC:1	METHOD MD:6 PM:1 MC:1	METHOD MD:13 PM:2 MC:5	METHOD MD:14 PM:1 MC:5	METHOD MD:11 PM:3 MC:6
local search	333	METHOD MD:18 PM:7	METHOD MD:10 PM:3 DT:2 MC:3	METHOD MD:16 PM:4 DT:4 MC:2	METHOD MD:8 PM:2 DT:3 MC:4	METHOD MD:6 PM:2 MC:3
expectation maximization	331	METHOD MD:45 PM:1	METHOD MD:22 PM:3 MC:1	METHOD MD:26 PM:5 DT:4 MC:1	METHOD MD:127 PM:4 DT:2 MC:1	METHOD MD:24 PM:4 DT:5 MC:2
entity linking	331	PROBLEM MD:15 PM:74	METHOD MD:11 PM:7 DT:1	PROBLEM MD:6 PM:17 DT:4	PROBLEM MD:2 PM:4 DT:1	PROBLEM MD:2 PM:12 DT:6 MC:2
matrix completion	331	PROBLEM MD:24 PM:47	METHOD MD:28 PM:7 DT:1	METHOD MD:6 PM:4 DT:4 MC:3	METRIC MD:7 PM:4 DT:1 MC:16	METHOD MD:6 PM:5 DT:4 MC:1
standard deviations	329	N/A	N/A	DATASET MD:1 DT:6	METRIC DT:1 MC:5	DATASET PM:1 DT:2 MC:1
conversion rate	324	METHOD MD:1 MC:1	METHOD MD:3 PM:1 DT:1 MC:2	METHOD MD:4 MC:2	METRIC MD:3 PM:2 DT:2 MC:4	METRIC MD:3 PM:3 DT:2 MC:4
label propagation	321	METHOD MD:69 PM:12 MC:1	DATASET MD:8 PM:3 DT:9	METHOD MD:9 PM:1 DT:7 MC:4	METHOD MD:16 PM:2 DT:3 MC:1	METHOD MD:5 PM:5 DT:3 MC:3
semantic relatedness	321	METRIC MD:2 MC:23	METRIC MD:6 PM:1 DT:2 MC:24	METHOD MD:10 PM:7 MC:3	METHOD MD:4 PM:2 DT:1 MC:2	METHOD MD:3 PM:2 MC:2
baseline model	318	N/A	METHOD MD:7 MC:1	METHOD MD:15 DT:4	METHOD MD:27 DT:3 MC:8	METHOD MD:21 PM:2 DT:1 MC:1
stochastic gradient descent	315	METHOD MD:33	METHOD MD:11 PM:3 DT:2 MC:2	METHOD MD:18	METHOD MD:21 PM:5 MC:3	METHOD MD:12 PM:6 DT:1 MC:6
regular expression	315	N/A	PROBLEM PM:2 DT:1 MC:2	METHOD MD:7 PM:1 DT:1 MC:3	DATASET MD:1 PM:1 DT:3 MC:3	METHOD MD:2 MC:1
query suggestions	313	METHOD MD:1 MC:1	PROBLEM PM:3	METHOD MD:7 PM:2 DT:1	METHOD MD:5 PM:3 MC:2	PROBLEM MD:1 PM:4 DT:1 MC:3
intelligent systems	309	PROBLEM PM:1	METHOD MD:1 DT:1	DATASET MD:3 PM:3 DT:4	DATASET DT:1 MC:1	DATASET DT:4
singular value decomposition	304	METHOD MD:5 PM:2	METHOD MD:9 DT:1 MC:2	METHOD MD:11 PM:3 DT:2	METHOD MD:5 PM:3 DT:2	METHOD MD:8 DT:1
frequent itemset mining	303	METHOD MD:27 PM:23 DT:5	PROBLEM MD:6 PM:13 DT:2	METHOD MD:8 PM:5 DT:7	DATASET MD:8 PM:3 DT:9	METHOD MD:7 PM:3 DT:7
very large data bases	301	N/A	N/A	N/A	N/A	PROBLEM PM:1 DT:1
named entity recognition	300	PROBLEM MD:3 PM:15	PROBLEM MD:6 PM:13 DT:2	PROBLEM MD:1 PM:3 DT:3 MC:2	PROBLEM MD:6 PM:11 DT:3	METHOD MD:7 PM:2 DT:2
stack overflow	299	DATASET DT:6	DATASET PM:2 DT:4 MC:1	PROBLEM MD:1 PM:4 DT:4 MC:2	DATASET MD:2 PM:1 DT:11 MC:1	METRIC MD:2 PM:2 MC:3
markov model	298	METHOD MD:7	METHOD MD:5 PM:1 MC:1	METHOD MD:16 PM:1 DT:3 MC:1	METHOD MD:4 DT:4 MC:3	METHOD MD:11 PM:3 DT:4 MC:2
relative error	298	METRIC MC:5	METRIC MD:4 MC:6	DATASET MD:5 DT:6 MC:2	METHOD MD:7 DT:2 MC:3	METHOD MD:4 DT:3 MC:4
word of mouth	296	METHOD MD:4 PM:4	METHOD MD:27 PM:26	PROBLEM MD:3 PM:4 DT:1	PROBLEM MD:2 PM:5	METHOD MD:3 PM:2 DT:1
frequent pattern mining	293	METHOD MD:25 PM:21	PROBLEM MD:6 PM:16 DT:1	DATASET MD:4 PM:4 DT:17	PROBLEM MD:6 PM:10 DT:9	METHOD MD:4 PM:4 DT:2
regular expressions	289	N/A	METHOD MD:2 DT:1 MC:1	METHOD MD:6 PM:5	PROBLEM MD:2 PM:4 DT:1	METHOD MD:3
prediction error	287	PROBLEM PM:1 DT:1 MC:1	METHOD MD:3 MC:3	METHOD MD:11 DT:2 MC:7	METHOD MD:13 PM:1 DT:5 MC:2	METHOD MD:7 PM:2 DT:1 MC:3
relation extraction	287	PROBLEM MD:5 PM:12	PROBLEM MD:6 PM:10 MC:2	DATASET MD:5 PM:8 DT:16	METHOD MD:6 PM:3 DT:5 MC:1	DATASET PM:2 DT:4
not applicable	284	PROBLEM PM:1	METHOD MD:20 PM:2 DT:5 MC:2	DATASET MD:5 PM:9 DT:14	DATASET MD:4 PM:2 DT:7 MC:1	METHOD MD:5 PM:1 DT:5 MC:2
query graph	283	DATASET DT:1	METHOD MD:2 DT:2	DATASET MD:2 DT:8 MC:1	DATASET MD:4 PM:1 DT:7 MC:4	DATASET MD:4 PM:3 DT:7 MC:4
operating systems	282	N/A	PROBLEM MD:1 PM:2	METHOD MD:41 PM:5	PROBLEM MD:3 PM:7	PROBLEM PM:6 DT:2
random forests	279	METHOD MD:1	METHOD MD:6 PM:1 DT:1 MC:3	METHOD MD:5 PM:2 DT:1 MC:1	METHOD MD:4 PM:1 MC:2	METHOD MD:2 PM:1 MC:2
user model	273	METHOD MD:1 PM:1 MC:1	DATASET DT:1	DATASET MD:3 PM:3 DT:7	PROBLEM MD:4 PM:9 DT:2 MC:4	METHOD MD:9 PM:7 DT:1 MC:2
knowledge representation	271	METHOD MD:12 PM:8	PROBLEM MD:2 PM:3 DT:3	DATASET PM:3 DT:4	DATASET MD:1 DT:2	METHOD MD:6 PM:2 DT:4
new york times	265	DATASET DT:7	PROBLEM PM:1	DATASET MD:1 DT:4	DATASET DT:1	PROBLEM PM:1 DT:1
negative matrix factorization	264	METHOD MD:2	DATASET DT:1	METHOD MD:6 PM:1 DT:1	METHOD MD:12 PM:1 DT:2 MC:4	METHOD MD:3 PM:1 DT:2
database systems	263	DATASET DT:3	DATASET MD:3 PM:3 DT:8	DATASET MD:5 PM:4 DT:7	DATASET MD:1 PM:1 DT:3	DATASET MD:4 PM:2 DT:11
k nearest neighbor	263	METHOD MD:15 PM:3	METHOD MD:11 PM:3 DT:1 MC:1	METHOD MD:8 PM:2 DT:4 MC:3	METHOD MD:9 PM:4 DT:3 MC:1	METHOD MD:10 PM:1 DT:1 MC:1
weight vectors	262	N/A	METHOD MD:1	METHOD MD:4 DT:4 MC:2	METHOD MD:8 PM:2 DT:2 MC:1	METHOD MD:3 MC:1
maximum likelihood estimation	261	PROBLEM MD:8 PM:9	METHOD MD:12 PM:4 DT:3	METHOD MD:13 PM:3 DT:4 MC:2	METHOD MD:16 PM:2 DT:3 MC:5	METHOD MD:10 PM:2 DT:5
tensor factorization	260	METHOD MD:22 PM:4	METHOD MD:17 PM:2 DT:2	METHOD MD:8 PM:1 DT:4	METHOD MD:9 PM:2 DT:6 MC:3	DATASET MD:1 DT:6 MC:1
plug in	260	METHOD MD:6 PM:1	METHOD MD:4 PM:3 DT:2 MC:1	METHOD MD:7 PM:6 DT:3 MC:1	PROBLEM MD:3 PM:8 DT:4	DATASET MD:7 DT:8 MC:1
social networking sites	260	N/A	DATASET DT:6	DATASET MD:1 DT:8	DATASET PM:1 DT:2	PROBLEM PM:1 DT:1
information technology	258	METHOD MD:1 MC:1	METHOD MD:1 PM:1	METHOD MD:1 PM:1	PROBLEM PM:1	DATASET PM:2 DT:6
noun phrases	257	N/A	METHOD MD:1 DT:1 MC:1	METHOD MD:1 PM:1	METHOD MD:3 PM:3 DT:1	METHOD MD:3 PM:2 DT:1 MC:2
multi label classification	255	PROBLEM MD:15 PM:37 DT:2	METHOD MD:9 PM:9 MC:1	PROBLEM MD:5 PM:8 DT:4	METHOD MD:3 PM:3 MC:1	METHOD MD:6 PM:1 DT:4 MC:2
compression ratio	252	N/A	METRIC MD:1 DT:1 MC:3	DATASET MD:1 DT:2 MC:2	METHOD MD:2 PM:1 DT:2 MC:1	METHOD MD:7 PM:2 DT:3
los angeles	252	PROBLEM PM:1 DT:1	METRIC MC:1	METHOD MD:1	DATASET DT:2 MC:1	METRIC MC:1
degree distributions	251	N/A	METHOD MD:1 DT:1	METHOD MD:1 DT:1	METHOD MD:4 DT:3 MC:1	METHOD MD:2 MC:1
preferential attachment	251	METHOD MD:42 PM:5 MC:7	METRIC MD:1 PM:1 MC:2	METHOD MD:5 PM:2 MC:3	METHOD MD:6 MC:3	METHOD MD:6 PM:2 DT:1
query answering	250	METHOD MD:17 PM:11	METHOD MD:9 PM:3 DT:2	DATASET MD:4 PM:3 DT:11	DATASET MD:2 PM:1 DT:6 MC:1	DATASET MD:1 PM:3 DT:8 MC:1
deep learning	248	METHOD MD:54 PM:3	METHOD MD:2 PM:1 DT:1	METHOD MD:4 PM:4 DT:3 MC:1	METHOD MD:3 DT:2 MC:2	METHOD MD:3 PM:1 DT:2 MC:1
part of speech	248	N/A	PROBLEM MD:2 PM:6	DATASET MD:1 DT:2 MC:1	METHOD MD:1 PM:1 MC:1	METHOD MD:4 PM:4
random forest	247	METHOD MD:27	METHOD MD:10 PM:3	METHOD MD:4 PM:3 DT:1 MC:2	METHOD MD:6 PM:1 DT:1 MC:1	METHOD MD:5 DT:1 MC:2
false negative	246	METRIC MC:1	METHOD MD:2 DT:2 MC:1	METHOD MD:3 MC:1	METHOD MD:3 PM:1 DT:1 MC:2	METHOD MD:4 PM:2 DT:1 MC:1
programming language	246	PROBLEM PM:1	PROBLEM MD:1 PM:2	METHOD MD:14 PM:1 DT:2	PROBLEM MD:6 PM:7 DT:6 MC:1	PROBLEM MD:3 PM:4
data quality	245	PROBLEM MD:1 PM:3	DATASET MD:1 PM:4 DT:30 MC:1	DATASET MD:6 PM:3 DT:15	DATASET MD:7 PM:5 DT:9	DATASET MD:5 PM:7 DT:10
based recommendation	244	METHOD MD:31 PM:18 MC:3	METHOD MD:1	DATASET MD:7 PM:1 DT:9	METHOD MD:6 PM:3 DT:2 MC:2	METHOD MD:4 PM:1 DT:2
co citation	242	METHOD MD:9 MC:4	METRIC MC:1	METRIC MD:1 MC:2	METHOD MD:2 PM:1 DT:1 MC:1	METHOD MD:3 MC:2
conditional random fields	242	METHOD MD:4 PM:1	METHOD MD:8 PM:4 DT:1	METHOD MD:9 PM:2	METHOD MD:9 PM:1	METHOD MD:5
classification error	241	METRIC MC:4	METRIC DT:1 MC:7	METHOD MD:4 PM:2 DT:2 MC:3	DATASET MD:8 PM:4 DT:9 MC:1	DATASET MD:3 DT:10 MC:1
social machines	240	METHOD MD:1	METHOD MD:9 PM:1	METHOD MD:3 PM:3 DT:2 MC:1	PROBLEM MD:2 PM:3 DT:1 MC:1	METHOD MD:3 PM:3 DT:2
k nearest neighbors	240	METHOD MD:8	METHOD MD:3 DT:2	DATASET MD:3 PM:1 DT:8 MC:2	METHOD MD:6 PM:3 DT:3 MC:1	METHOD MD:7 PM:1 DT:6 MC:3
index size	238	N/A	DATASET DT:1	METHOD MD:5 PM:1 DT:1	METHOD MD:3 PM:1 DT:1	METHOD MD:2 PM:1 DT:2 MC:1
speech recognition	237	PROBLEM PM:5	METHOD MD:3 PM:3 DT:2 MC:1	METHOD MD:4 PM:2	PROBLEM MD:1 PM:4	PROBLEM PM:3 DT:1
markov chains	233	N/A	METHOD MD:2	METHOD MD:4 DT:1	METHOD MD:4 PM:1 DT:2	METHOD MD:3
transactions on information systems	233	N/A	N/A	METHOD MD:4 PM:3 DT:3	METHOD MD:1 PM:1	PROBLEM PM:1
nash equilibrium	232	METHOD MD:6	METHOD MD:3	METHOD MD:2 PM:1 MC:1	PROBLEM MD:4 PM:5	METHOD MD:2 PM:1 MC:1
learning objects	232	N/A	METHOD MD:3 PM:3	DATASET DT:1 MC:1	METHOD MD:2 PM:1	METHOD MD:7 PM:1 DT:3
web graphs	231	METHOD MD:1	METHOD MD:3 PM:1	METHOD MD:4 PM:2 DT:3	METHOD MD:3 DT:2 MC:1	METHOD MD:4 PM:1 DT:1 MC:1
description logics	231	N/A	PROBLEM PM:2 DT:1	METHOD MD:2 PM:1 DT:1	PROBLEM MD:2 PM:3	METHOD MD:2 PM:1
breast cancer	230	DATASET DT:24	DATASET MD:5 PM:5 DT:6	DATASET MD:1 PM:1 DT:4	DATASET MD:1 PM:1 DT:11	DATASET MD:1 PM:1 DT:5 MC:2
multi relational	230	DATASET MD:9 DT:99	METHOD MD:15 PM:3 DT:4	METHOD MD:11 PM:3 DT:2	METHOD MD:5 PM:1 DT:4 MC:1	METHOD MD:13 PM:2 DT:4
application server	228	PROBLEM MD:1 PM:6 DT:2	DATASET MD:1 PM:1 DT:7	DATASET MD:1 PM:9 DT:13	PROBLEM PM:12 DT:8	PROBLEM MD:2 PM:9 DT:4
mean average precision	228	METRIC MD:1 MC:4	METRIC MD:1 PM:1 MC:4	PROBLEM MD:1 PM:4 DT:1 MC:1	METRIC MD:2 PM:6 MC:9	METRIC MD:3 PM:2 DT:1 MC:4
relevant pages	227	N/A	METHOD MD:2 PM:1	METHOD MD:3 PM:1 DT:1	METHOD MD:4 MC:1	PROBLEM MD:1 PM:2 MC:2
support vectors	227	N/A	DATASET MD:1 DT:2	METHOD MD:5 DT:3 MC:4	METRIC MD:3 PM:2 DT:3 MC:5	DATASET MD:2 PM:2 DT:4 MC:2
dimension reduction	226	METHOD MD:27 PM:10 DT:1	METHOD MD:7 PM:1 DT:1 MC:1	DATASET MD:4 PM:2 DT:5	METHOD MD:5 PM:1 DT:1 MC:3	DATASET MD:4 PM:3 DT:10 MC:3
exact match	225	METHOD MD:4 PM:2 DT:3 MC:2	METHOD MD:3 PM:1 DT:3 MC:2	METRIC MD:3 PM:2 DT:1 MC:8	PROBLEM MD:1 PM:3 DT:1 MC:3	METHOD MD:2 PM:1 DT:1 MC:1
online social network	225	DATASET PM:1 DT:13	PROBLEM MD:1 PM:2 DT:2	DATASET DT:2	METHOD MD:5 DT:1	PROBLEM PM:1 DT:1
response times	224	N/A	METHOD MD:2 PM:1	METHOD MD:3 PM:3 DT:1 MC:3	METHOD MD:3 PM:3 DT:3 MC:1	METHOD MD:3 PM:3 DT:3 MC:3
linear programming	224	PROBLEM MD:18 PM:28 MC:1	METHOD MD:10 PM:6	METHOD MD:7 PM:2	PROBLEM MD:10 PM:11 DT:1 MC:2	PROBLEM MD:3 PM:4 DT:2 MC:2
research questions	223	N/A	N/A	METHOD MD:1	DATASET MD:1 PM:1 DT:4	METHOD MD:2 PM:2 DT:1
unified framework	222	N/A	METHOD MD:4 DT:1	PROBLEM MD:2 PM:6 DT:2 MC:1	METHOD MD:2 PM:1 DT:2	METHOD MD:13 PM:4 DT:1
true positives	221	N/A	PROBLEM MD:1 PM:2	METHOD MD:2 DT:1 MC:2	METHOD MD:1 DT:1 MC:1	DATASET MD:1 PM:1 DT:3 MC:1
coordinate descent	221	METHOD MD:101 PM:2	PROBLEM MD:3 PM:4 MC:1	METHOD MD:1 DT:1 MC:1	METHOD MD:10 PM:4 DT:2 MC:2	PROBLEM MD:5 PM:7 MC:1
domain name	219	N/A	DATASET MD:1 PM:1 DT:2	N/A	METHOD MD:3 PM:1	METHOD MD:3 PM:1 DT:2
hidden markov models	218	N/A	METHOD MD:4 PM:1	METHOD MD:11 PM:1 DT:3	PROBLEM MD:4 PM:5 DT:1	METHOD MD:4 PM:1 DT:3 MC:1
domain adaptation	217	METHOD MD:21 PM:4	METHOD MD:6 PM:3 DT:2 MC:1	METHOD MD:6 PM:2	METHOD MD:5 PM:3	METRIC MD:1 DT:1 MC:2
